RadiusNeighborsTransformer	The 'p' parameter of cross_val_score must be a float in the range (0.0, inf] or None. Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 8}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.neighbors.RadiusNeighborsTransformer', 'params': {'algorithm': 'auto', 'mode': 'distance', 'p': 'float', 'leaf_size': 93, 'n_jobs': -1}}}	RadiusNeighborsTransformer - The 'p' parameter of cross_val_score must be a float in the range (0.0, inf] or None. Got 'float' instead.
RandomTreesEmbedding	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 6}})]}], 'estimator': {'class_path': 'sklearn.ensemble.RandomTreesEmbedding', 'params': {'sparse_output': True, 'warm_start': True, 'min_samples_split': 92, 'min_impurity_decrease': 24.83658653716138, 'min_weight_fraction_leaf': 0.3963225068975195, 'max_depth': 58, 'max_leaf_nodes': 5, 'n_estimators': 24, 'verbose': 0, 'random_state': 42, 'n_jobs': -1}}}	RandomTreesEmbedding - _Scorer._score() missing 1 required positional argument: 'y_true'
RBFSampler	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.kernel_approximation.RBFSampler', 'params': {'gamma': 'scale', 'n_components': 79, 'random_state': 42}}}	RBFSampler - _Scorer._score() missing 1 required positional argument: 'y_true'
RFECV	The 'cv' parameter of cross_val_score must be an int in the range [2, inf), an object implementing 'split' and 'get_n_splits', an iterable or None. Got 'object' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.RFECV', 'params': {'importance_getter': "'auto'", 'step': 'int', 'cv': 'object', 'scoring': 'str', 'min_features_to_select': 'int', 'verbose': 0, 'estimator': 'object', 'n_jobs': -1}}}	RFECV - The 'cv' parameter of cross_val_score must be an int in the range [2, inf), an object implementing 'split' and 'get_n_splits', an iterable or None. Got 'object' instead.
RidgeClassifier	The 'class_weight' parameter of cross_val_score must be an instance of 'dict', a str among {'balanced'} or None. Got "'balanced'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 6}})]}], 'estimator': {'class_path': 'sklearn.linear_model.RidgeClassifier', 'params': {'copy_X': True, 'fit_intercept': False, 'positive': True, 'solver': 'saga', 'class_weight': "'balanced'", 'tol': 72.4127172239506, 'alpha': 96.49349962199858, 'max_iter': 'int', 'random_state': 42}}}	RidgeClassifier - The 'class_weight' parameter of cross_val_score must be an instance of 'dict', a str among {'balanced'} or None. Got "'balanced'" instead.
RidgeClassifierCV	The 'alphas' parameter of cross_val_score must be an array-like or a float in the range (0.0, inf). Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.linear_model.RidgeClassifierCV', 'params': {'alphas': 'float', 'fit_intercept': True, 'store_cv_results': True, 'class_weight': 'dict'}}}	RidgeClassifierCV - The 'alphas' parameter of cross_val_score must be an array-like or a float in the range (0.0, inf). Got 'float' instead.
RobustScaler	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.preprocessing.RobustScaler', 'params': {'copy': True, 'unit_variance': False, 'with_centering': True, 'with_scaling': False}}}	RobustScaler - _Scorer._score() missing 1 required positional argument: 'y_true'
SelectFdr	estimator requires y to be passed, but the target y is None	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.SelectFdr', 'params': {'alpha': 0.9487770022706515}}}	SelectFdr - estimator requires y to be passed, but the target y is None
SelectFromModel	SelectFromModel.__init__() missing 1 required positional argument: 'estimator'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 8}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.SelectFromModel', 'params': {'prefit': True, 'threshold': 'str', 'norm_order': "'-inf'", 'importance_getter': 'str'}}}	SelectFromModel - SelectFromModel.__init__() missing 1 required positional argument: 'estimator'
SelectFwe	estimator requires y to be passed, but the target y is None	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.SelectFwe', 'params': {'alpha': 0.4274007397824996}}}	SelectFwe - estimator requires y to be passed, but the target y is None
SelectKBest	estimator requires y to be passed, but the target y is None	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 7}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.SelectKBest', 'params': {'k': 'all'}}}	SelectKBest - estimator requires y to be passed, but the target y is None
SequentialFeatureSelector	The 'cv' parameter of cross_val_score must be an int in the range [2, inf), an object implementing 'split' and 'get_n_splits', an iterable or None. Got 'int' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.feature_selection.SequentialFeatureSelector', 'params': {'direction': 'backward', 'estimator': 'estimator', 'n_features_to_select': 'float', 'cv': 'int', 'n_jobs': -1}}}	SequentialFeatureSelector - The 'cv' parameter of cross_val_score must be an int in the range [2, inf), an object implementing 'split' and 'get_n_splits', an iterable or None. Got 'int' instead.
SGDClassifier	The 'class_weight' parameter of cross_val_score must be a str among {'balanced'}, an instance of 'dict' or None. Got "'balanced'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.linear_model.SGDClassifier', 'params': {'average': False, 'early_stopping': True, 'fit_intercept': False, 'shuffle': True, 'warm_start': False, 'class_weight': "'balanced'", 'learning_rate': 'adaptive', 'loss': 'squared_hinge', 'penalty': 'elasticnet', 'epsilon': 60.1082912521214, 'eta0': 20.35608142172249, 'l1_ratio': 0.8181109032692295, 'power_t': -34.23774160102964, 'tol': 0.06921128240892561, 'validation_fraction': 0.585555901731497, 'alpha': 68.40779870430366, 'max_iter': 29, 'n_iter_no_change': 31, 'verbose': 0, 'random_state': 42, 'n_jobs': -1}}}	SGDClassifier - The 'class_weight' parameter of cross_val_score must be a str among {'balanced'}, an instance of 'dict' or None. Got "'balanced'" instead.
ShrunkCovariance	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.covariance.ShrunkCovariance', 'params': {'assume_centered': True, 'store_precision': False, 'shrinkage': 0.273029313032369}}}	ShrunkCovariance - _Scorer._score() missing 1 required positional argument: 'y_true'
SimpleImputer	The 'strategy' parameter of cross_val_score must be a str among {'most_frequent', 'mean', 'median', 'constant'} or a callable. Got "'median'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 3}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'copy': False, 'keep_empty_features': False, 'add_indicator': False, 'missing_values': 'pandas.NA', 'strategy': "'median'"}}}	SimpleImputer - The 'strategy' parameter of cross_val_score must be a str among {'most_frequent', 'mean', 'median', 'constant'} or a callable. Got "'median'" instead.
SimpleImputer	The 'strategy' parameter of cross_val_score must be a str among {'most_frequent', 'mean', 'median', 'constant'} or a callable. Got "'most_frequent'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 4}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'copy': True, 'keep_empty_features': True, 'add_indicator': False, 'fill_value': 'int', 'missing_values': 'str', 'strategy': "'most_frequent'"}}}	SimpleImputer - The 'strategy' parameter of cross_val_score must be a str among {'most_frequent', 'mean', 'median', 'constant'} or a callable. Got "'most_frequent'" instead.
SkewedChi2Sampler	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 4}}), ('scaler', {'class_path': 'sklearn.preprocessing.RobustScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.kernel_approximation.SkewedChi2Sampler', 'params': {'skewedness': 45.6303420588022, 'n_components': 35, 'random_state': 42}}}	SkewedChi2Sampler - _Scorer._score() missing 1 required positional argument: 'y_true'
SparseCoder	SparseCoder.__init__() missing 1 required positional argument: 'dictionary'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.decomposition.SparseCoder', 'params': {'positive_code': True, 'split_sign': False, 'transform_algorithm': 'lasso_lars', 'transform_alpha': 'float', 'transform_max_iter': 96, 'n_jobs': -1}}}	SparseCoder - SparseCoder.__init__() missing 1 required positional argument: 'dictionary'
SparsePCA	The 'n_components' parameter of cross_val_score must be None or an int in the range [1, inf). Got 'int' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 8}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.decomposition.SparsePCA', 'params': {'method': 'cd', 'ridge_alpha': 5.744619017600109, 'tol': 'float', 'alpha': 86.50363768347603, 'verbose': 'bool', 'n_components': 'int', 'max_iter': 39, 'random_state': 42, 'n_jobs': -1}}}	SparsePCA - The 'n_components' parameter of cross_val_score must be None or an int in the range [1, inf). Got 'int' instead.
SparsePCA	The 'U_init' parameter of cross_val_score must be None or an instance of 'numpy.ndarray'. Got 'ndarray' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.decomposition.SparsePCA', 'params': {'method': 'cd', 'ridge_alpha': 98.98894357961618, 'tol': 'float', 'alpha': 87.58786583572264, 'verbose': 'bool', 'n_components': 'int', 'max_iter': 10, 'U_init': 'ndarray', 'random_state': 42, 'n_jobs': -1}}}	SparsePCA - The 'U_init' parameter of cross_val_score must be None or an instance of 'numpy.ndarray'. Got 'ndarray' instead.
SparseRandomProjection	The 'density' parameter of cross_val_score must be a float in the range (0.0, 1.0] or a str among {'auto'}. Got "'auto'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 8}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.random_projection.SparseRandomProjection', 'params': {'compute_inverse_components': False, 'dense_output': False, 'density': "'auto'", 'eps': 'float', 'n_components': 'int', 'random_state': 42}}}	SparseRandomProjection - The 'density' parameter of cross_val_score must be a float in the range (0.0, 1.0] or a str among {'auto'}. Got "'auto'" instead.
SpectralBiclustering	`k` must be an integer satisfying `0 < k < min(A.shape)`.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralBiclustering', 'params': {'mini_batch': True, 'method': 'bistochastic', 'init': 'k-means++', 'svd_method': 'arpack', 'n_best': 51, 'n_components': 74, 'n_init': 21, 'random_state': 42}}}	SpectralBiclustering - `k` must be an integer satisfying `0 < k < min(A.shape)`.
SpectralBiclustering	n_best=16 must be <= n_components=13.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 5}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralBiclustering', 'params': {'mini_batch': True, 'method': 'bistochastic', 'init': 'k-means++', 'svd_method': 'arpack', 'n_best': 16, 'n_components': 13, 'n_init': 25, 'random_state': 42}}}	SpectralBiclustering - n_best=16 must be <= n_components=13.
SpectralBiclustering	The 'n_svd_vecs' parameter of cross_val_score must be an int in the range [0, inf) or None. Got 'int' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}}), ('scaler', {'class_path': 'sklearn.preprocessing.MinMaxScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralBiclustering', 'params': {'mini_batch': True, 'method': 'bistochastic', 'init': 'k-means++', 'svd_method': 'arpack', 'n_svd_vecs': 'int', 'n_best': 29, 'n_components': 14, 'n_init': 48, 'random_state': 42}}}	SpectralBiclustering - The 'n_svd_vecs' parameter of cross_val_score must be an int in the range [0, inf) or None. Got 'int' instead.
SpectralClustering	The 'coef0' parameter of cross_val_score must be a float in the range (-inf, inf). Got 'float' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'median'}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralClustering', 'params': {'verbose': False, 'eigen_solver': 'lobpcg', 'assign_labels': 'discretize', 'coef0': 'float', 'degree': 'float', 'n_components': 66, 'n_clusters': 5, 'n_init': 59, 'n_neighbors': 98, 'affinity': 'precomputed', 'random_state': 42, 'n_jobs': -1}}}	SpectralClustering - The 'coef0' parameter of cross_val_score must be a float in the range (-inf, inf). Got 'float' instead.
SpectralCoclustering	_Scorer._score() missing 1 required positional argument: 'y_true'	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}}), ('scaler', {'class_path': 'sklearn.preprocessing.StandardScaler', 'params': {}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralCoclustering', 'params': {'mini_batch': True, 'init': 'random', 'svd_method': 'randomized', 'n_clusters': 21, 'n_init': 36, 'random_state': 42}}}	SpectralCoclustering - _Scorer._score() missing 1 required positional argument: 'y_true'
SpectralCoclustering	The 'n_svd_vecs' parameter of cross_val_score must be an int in the range [0, inf) or None. Got 'int' instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.KNNImputer', 'params': {'n_neighbors': 4}})]}], 'estimator': {'class_path': 'sklearn.cluster.SpectralCoclustering', 'params': {'mini_batch': True, 'init': 'random', 'svd_method': 'arpack', 'n_svd_vecs': 'int', 'n_clusters': 97, 'n_init': 35, 'random_state': 42}}}	SpectralCoclustering - The 'n_svd_vecs' parameter of cross_val_score must be an int in the range [0, inf) or None. Got 'int' instead.
SpectralEmbedding	The 'eigen_tol' parameter of cross_val_score must be a float in the range [0.0, inf) or a str among {'auto'}. Got "'auto'" instead.	{'preprocessor': [{'group': 'Numeric', 'columns': ['sepal length (cm)', 'sepal width (cm)', 'petal length (cm)', 'petal width (cm)'], 'steps': [('imputer', {'class_path': 'sklearn.impute.SimpleImputer', 'params': {'strategy': 'mean'}})]}], 'estimator': {'class_path': 'sklearn.manifold.SpectralEmbedding', 'params': {'eigen_solver': 'arpack', 'affinity': 'rbf', 'eigen_tol': "'auto'", 'n_components': 31, 'random_state': 42, 'n_jobs': -1}}}	SpectralEmbedding - The 'eigen_tol' parameter of cross_val_score must be a float in the range [0.0, inf) or a str among {'auto'}. Got "'auto'" instead.
