feature1,feature2,target
2.302159240379369,8.580945071724077,1
9.100656784549585,2.751075870025058,2
-1.1036936711977772,-0.21514731930609401,0
2.7961398659029815,8.398944711651772,1
8.589489163081351,2.285170717863666,2
0.6533052734917102,10.585052989136193,1
8.886688482359173,1.4037232908991328,2
0.3967648383104757,-1.0827405182413832,0
9.794387122606791,1.9561969868692781,2
8.076836559463137,4.250103138466923,2
1.7803162639651482,7.446133045752836,1
0.7199486692241002,10.281401100156048,1
-0.5439309328600883,1.6422783791095052,0
-0.3334533694383399,1.2243920108954365,0
1.790012740769098,9.197742568135888,1
8.969482620709437,2.980433838295857,2
3.222340464909382,9.046478983011912,1
1.8119127507574442,-0.7786721635900735,0
7.481732793105033,1.7745014773800147,2
2.3231646626823963,9.445357139670106,1
0.1113952972622183,-0.8533313055706133,0
1.4262638078739527,9.799289191110292,1
1.186032910991269,9.648370578678795,1
1.7543648991955885,-1.095253827800148,0
1.7748679343849176,8.202546773566917,1
7.319591289676508,3.1926307258095545,2
1.9320344854789988,9.105721857318928,1
3.1168612095545476,0.11421218159701241,0
0.9395883314217777,1.3592268126704012,0
7.8992537173404385,2.9622962749569446,2
0.6509934870494807,8.397479145512884,1
8.509761640330154,0.7769033183019021,2
0.9013986514231983,0.6314738454512852,0
1.7774531180240083,9.161129731204696,1
1.4597345050164092,-3.0119898536169547,0
8.013852881043324,2.7214508508750908,2
1.230254831947212,9.043984817018504,1
6.920485422064931,3.746101507183523,2
10.45106074245774,3.180026272163438,2
8.257507074202222,2.1533706923276106,2
3.192913569974623,8.039102247699647,1
0.8531718596698346,7.865202243835978,1
10.376022269672694,2.4734803781508337,2
2.3239322758573384,9.056465076979158,1
1.8669344685387252,8.253901157016246,1
8.157151269224663,1.4758032918137152,2
-0.48132479918998694,9.035538188678466,1
9.603258926880867,3.349204114385998,2
10.055645483852476,3.4601693531231126,2
2.0618456894260486,0.8813688361237495,0
1.0678450170924574,9.379812252983347,1
1.6805794210745855,-0.8759499926329322,0
1.8794291809907662,-2.1769617045222964,0
8.174794388673272,1.2457064246518756,2
2.566902072754099,7.0676920481834715,1
0.7942343564757179,-0.3649043061751288,0
1.4234892234475938,-0.25961698311141,0
9.72359460429805,4.349734883771435,2
1.0121738946293233,7.884237561676512,1
-2.5033401157258925,8.988818866663348,1
0.8331271657724754,11.35197987767926,1
2.1909233739029315,-1.038263797049545,0
9.157017787913103,1.5036641798267667,2
0.8922115313795749,-1.3708792981211473,0
8.076198293552846,3.1918892909699816,2
8.573989924240175,1.921383733802931,2
1.823736592041778,-0.9954511127812691,0
3.243689288765271,-1.733829362945107,0
1.4942664950971958,-1.0080911648200488,0
0.7690534247401017,-0.5993936574131962,0
-0.21500724398180404,8.976562737289523,1
7.491479139064311,2.4884501015628575,2
8.660735602780264,3.6495315741753855,2
2.3134212700284564,7.73769643126649,1
1.9864139445096174,7.638910173197124,1
0.22627467852345673,0.5564948205748527,0
1.3588563688893283,10.007313274014198,1
1.0111448932441647,0.10777316367549417,0
8.282903975723801,2.637788218751617,2
3.2880025146364966,9.005478001184748,1
1.7144332631307417,-0.48107388030372084,0
-0.13123346865749586,-2.8433065549766563,0
0.41890692441622357,0.2666253078492742,0
1.220956546155584,10.041050213439132,1
0.7088870257308062,-0.638236611981625,0
